"","CASRN","SMILES","EndPt","Source"
"654","1953-99-7","Clc1c(Cl)c(Cl)c(C#N)c(C#N)c1Cl","NRB","Mansouri"
"655","70-55-3","Cc1ccc(cc1)[S](N)(=O)=O","NRB","Mansouri"
"656","121-03-9","Cc1ccc(cc1[S](O)(=O)=O)[N+]([O-])=O","NRB","Mansouri"
"657","97-39-2","Cc1ccccc1NC(N)=Nc2ccccc2C","NRB","Mansouri"
"658","2655-14-3","CNC(=O)Oc1cc(C)cc(C)c1","NRB","Mansouri"
"659","3194-55-6","BrC1CCC(Br)C(Br)CCC(Br)C(Br)CCC1Br","NRB","Mansouri"
"660","106-87-6","C1CC2OC2CC1C3CO3","NRB","Mansouri"
"661","78-59-1","CC1=CC(=O)CC(C)(C)C1","NRB","Mansouri"
"662","13149-00-3","OC(=O)[C@@H]1CCCC[C@@H]1C(=O)OC(=O)[C@@H]2CCCC[C@@H]2C(O)=O","NRB","Mansouri"
"663","1241-94-7","CCCCC(CC)CO[P](=O)(Oc1ccccc1)Oc2ccccc2","NRB","Mansouri"
"664","1803-12-9","CN(C)C(=S)S[Sn](c1ccccc1)(c2ccccc2)c3ccccc3","NRB","Mansouri"
"665","2597-03-7","CCOC(=O)C(S[P](=S)(OC)OC)c1ccccc1","NRB","Mansouri"
"666","2104-64-5","CCO[P](=S)(Oc1ccc(cc1)[N+]([O-])=O)c2ccccc2","NRB","Mansouri"
"667","1200-14-2","CCCCc1ccc(C=O)cc1","NRB","Mansouri"
"668","87-86-5","Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl","NRB","Mansouri"
"669","36065-30-2","CC(Br)(CBr)COc1c(Br)cc(Br)cc1Br","NRB","Mansouri"
"670","1502-22-3","O=C1CCCCC1C2=CCCCC2","NRB","Mansouri"
"671","901-44-0","CC(C)(c1ccc(OCCO)cc1)c2ccc(OCCO)cc2","NRB","Mansouri"
"672","25640-71-5","CC(c1ccccc1)c2ccc(O)c(C(C)c3ccccc3)c2C(C)c4ccccc4","NRB","Mansouri"
"673","21850-44-2","CC(C)(c1cc(Br)c(OCC(Br)CBr)c(Br)c1)c2cc(Br)c(OCC(Br)CBr)c(Br)c2","NRB","Mansouri"
"674","606-28-0","COC(=O)c1ccccc1C(=O)c2ccccc2","NRB","Mansouri"
"675","66-81-9","CC1CC(C)C(=O)C(C1)C(O)CC2CC(=O)NC(=O)C2","NRB","Mansouri"
"676","13560-89-9","ClC1=C(Cl)C2(Cl)C3CCC4C(CCC3C1(Cl)C2(Cl)Cl)C5(Cl)C(=C(Cl)C4(Cl)C5(Cl)Cl)Cl","NRB","Mansouri"
"677","13358-11-7","CCCCC(CC)CN1C(=O)C2C(C1=O)C3(CCC2(C)C=C3)C(C)C","NRB","Mansouri"
"678","118-44-5","CCNc1cccc2ccccc12","NRB","Mansouri"
"679","26916-60-9","CC(C)C1CCCc2ccccc12","NRB","Mansouri"
"680","79-92-5","CC1(C)C2CCC(C2)C1=C","NRB","Mansouri"
"681","82-44-0","Clc1cccc2C(=O)c3ccccc3C(=O)c12","NRB","Mansouri"
"682","116-82-5","Nc1c(Br)cc(O)c2C(=O)c3ccccc3C(=O)c12","NRB","Mansouri"
"683","129-43-1","Oc1cccc2C(=O)c3ccccc3C(=O)c12","NRB","Mansouri"
"684","2498-66-0","O=C1c2ccccc2C(=O)c3c4ccccc4ccc13","NRB","Mansouri"
"685","13654-09-6","Brc1c(Br)c(Br)c(c(Br)c1Br)c2c(Br)c(Br)c(Br)c(Br)c2Br","NRB","Mansouri"
"686","91-94-1","Nc1ccc(cc1Cl)c2ccc(N)c(Cl)c2","NRB","Mansouri"
"687","41122-70-7","CCCCCCc1ccc(cc1)c2ccc(cc2)C#N","NRB","Mansouri"
"688","13540-50-6","Cc1ccc(C)c(Cc2ccccc2)c1","NRB","Mansouri"
"689","3891-29-0","CCCCCCCCCCCCCCCCCCNC(=O)N1CC1","NRB","Mansouri"
"690","616-44-4","Cc1cscc1","NRB","Mansouri"
"691","149-30-4","S=C1Nc2ccccc2S1","NRB","Mansouri"
"692","120-78-5","S(Sc1sc2ccccc2n1)c3sc4ccccc4n3","NRB","Mansouri"
"693","2440-22-4","Cc1ccc(O)c(c1)n2n3n2c4ccccc34","NRB","Mansouri"
"694","109-06-8","Cc1ccccn1","NRB","Mansouri"
"695","108-99-6","Cc1cccnc1","NRB","Mansouri"
"696","109-09-1","Clc1ccccn1","NRB","Mansouri"
"697","100-54-9","N#Cc1cccnc1","NRB","Mansouri"
"698","626-67-5","CN1CCCCC1","NRB","Mansouri"
"699","91-22-5","c1ccc2ncccc2c1","NRB","Mansouri"
"700","91-53-2","CCOc1ccc2NC(C)(C)C=C(C)c2c1","NRB","Mansouri"
"701","103-34-4","C1CN(CCO1)SSN2CCOCC2","NRB","Mansouri"
"702","110-85-0","C1CNCCN1","NRB","Mansouri"
"703","91-76-9","Nc1nc(N)nc(n1)c2ccccc2","NRB","Mansouri"
"704","1025-15-6","C=CCN1C(=O)N(CC=C)C(=O)N(CC=C)C1=O","NRB","Mansouri"
"705","5468-75-7","CC(=O)C(N=Nc1ccc(cc1Cl)c2ccc(N=NC(C(C)=O)C(=O)Nc3ccccc3C)c(Cl)c2)C(=O)Nc4ccccc4C","NRB","Mansouri"
"706","13676-54-5","O=C1C=CC(=O)N1c2ccc(Cc3ccc(cc3)N4C(=O)C=CC4=O)cc2","NRB","Mansouri"
"707","19666-30-9","CC(C)Oc1cc(N2N=C(OC2=O)C(C)(C)C)c(Cl)cc1Cl","NRB","Mansouri"
"708","2921-88-2","CCO[P](=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl","NRB","Mansouri"
"709","504-03-0","CC1CCCC(C)N1","NRB","Mansouri"
"710","122-34-9","CCNc1nc(Cl)nc(NCC)n1","NRB","Mansouri"
"711","1912-24-9","CCNc1nc(Cl)nc(NC(C)C)n1","NRB","Mansouri"
"712","584-79-2","CC(C)=CC1C(C(=O)OC2CC(=O)C(=C2C)CC=C)C1(C)C","NRB","Mansouri"
"713","483-63-6","CCN(C(=O)\C=C\C)c1ccccc1C","NRB","Mansouri"
"714","7696-12-0","CC(C)=CC1C(C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C","NRB","Mansouri"
"715","119-93-7","Cc1cc(ccc1N)c2ccc(N)c(C)c2","NRB","Mansouri"
"716","101-20-2","Clc1ccc(NC(=O)Nc2ccc(Cl)c(Cl)c2)cc1","NRB","Mansouri"
"717","64-10-8","NC(=O)Nc1ccccc1","NRB","Mansouri"
"718","132-64-9","o1c2ccccc2c3ccccc13","NRB","Mansouri"
"719","6842-15-5","C\C=C\C\C=C\C\C=C\CC=C","NRB","Mansouri"
"720","75-09-2","ClCCl","NRB","Mansouri"
"721","74-97-5","ClCBr","NRB","Mansouri"
"722","109-64-8","BrCCCBr","NRB","Mansouri"
"723","110-56-5","ClCCCCCl","NRB","Mansouri"
"724","110-53-2","CCCCCBr","NRB","Mansouri"
"725","4101-68-2","BrCCCCCCCCCCBr","NRB","Mansouri"
"726","3229-00-3","BrCC(CBr)(CBr)CBr","NRB","Mansouri"
"727","76-12-0","FC(Cl)(Cl)C(F)(Cl)Cl","NRB","Mansouri"
"728","127-18-4","ClC(Cl)=C(Cl)Cl","NRB","Mansouri"
"729","87-68-3","ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl","NRB","Mansouri"
"730","3452-97-9","CC(CCO)CC(C)(C)C","NRB","Mansouri"
"731","115-84-4","CCCCC(CC)(CO)CO","NRB","Mansouri"
"732","77-85-0","CC(CO)(CO)CO","NRB","Mansouri"
"733","115-77-5","OCC(CO)(CO)CO","NRB","Mansouri"
"734","335-99-9","OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F","NRB","Mansouri"
"735","105-59-9","CN(CCO)CCO","NRB","Mansouri"
"736","544-01-4","CCCCCCCC(=O)OC","NRB","Mansouri"
"737","103-44-6","CCCCC(CC)COC=C","NRB","Mansouri"
"738","2425-79-8","C(CCOCC1CO1)COCC2CO2","NRB","Mansouri"
"739","112-26-5","ClCCOCCOCCCl","NRB","Mansouri"
"740","10496-18-1","CCCCCCCCCCSSCCCCCCCCCC","NRB","Mansouri"
"741","107-70-0","COC(C)(C)CC(C)=O","NRB","Mansouri"
"742","68-12-2","CN(C)C=O","NRB","Mansouri"
"743","3290-92-4","CCC(COC(=O)C(C)=C)(COC(=O)C(C)=C)COC(=O)C(C)=C","NRB","Mansouri"
"744","629-54-9","CCCCCCCCCCCCCCCC(N)=O","NRB","Mansouri"
"745","28777-98-2","CCCCCCCCCCCCCCCC/C=C/C1CC(=O)OC1=O","NRB","Mansouri"
"746","15625-89-5","CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C","NRB","Mansouri"
"747","3524-68-3","OCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C","NRB","Mansouri"
"748","585-07-9","CC(=C)C(=O)OC(C)(C)C","NRB","Mansouri"
"749","108-23-6","CC(C)OC(Cl)=O","NRB","Mansouri"
"750","76-03-9","OC(=O)C(Cl)(Cl)Cl","NRB","Mansouri"
"751","1115-20-4","CC(C)(CO)COC(=O)C(C)(C)CO","NRB","Mansouri"
"752","29598-76-3","CCCCCCCCCCCCSCCC(=O)OCC(COC(=O)CCSCCCCCCCCCCCC)(COC(=O)CCSCCCCCCCCCCCC)COC(=O)CCSCCCCCCCCCCCC","NRB","Mansouri"
"753","55107-14-7","COC(=O)CC(=O)C(C)(C)C","NRB","Mansouri"
"754","67-68-5","C[S](C)=O","NRB","Mansouri"
"755","2372-21-6","CC(C)OC(=O)OOC(C)(C)C","NRB","Mansouri"
"756","1752-30-3","CC(C)=NNC(N)=S","NRB","Mansouri"
"757","556-88-7","NC(=N)N[N+]([O-])=O","NRB","Mansouri"
"758","39680-90-5","CNC(S)=S","NRB","Mansouri"
"759","115-96-8","ClCCO[P](=O)(OCCCl)OCCCl","NRB","Mansouri"
"760","121-75-5","CCOC(=O)CC(S[P](=S)(OC)OC)C(=O)OCC","NRB","Mansouri"
"761","298-07-7","CCCCC(CC)CO[P](O)(=O)OCC(CC)CCCC","NRB","Mansouri"
"762","57-15-8","CC(C)(O)C(Cl)(Cl)Cl","NRB","Mansouri"
"763","22984-54-9","CCC(C)=NO[Si](C)(ON=C(C)CC)ON=C(C)CC","NRB","Mansouri"
"764","919-30-2","CCO[Si](CCCN)(OCC)OCC","NRB","Mansouri"
"765","3296-90-0","OCC(CO)(CBr)CBr","NRB","Mansouri"
"766","139-87-7","CCN(CCO)CCO","NRB","Mansouri"
"767","7580-85-0","CC(C)(C)OCCO","NRB","Mansouri"
"768","144-19-4","CC(C)C(O)C(C)(C)CO","NRB","Mansouri"
"769","107-71-1","CC(=O)OOC(C)(C)C","NRB","Mansouri"
"770","3090-36-6","CCCCCCCCCCCC(=O)O[Sn](CCCC)(CCCC)CCCC","NRB","Mansouri"
"771","69709-01-9","CO[Si](CCCN=C(N(C)C)N(C)C)(OC)OC","NRB","Mansouri"
"772","2049-95-8","CCC(C)(C)c1ccccc1","NRB","Mansouri"
"773","118-91-2","OC(=O)c1ccccc1Cl","NRB","Mansouri"
"774","15233-47-3","CCCCCCC(C)Nc1ccc(Nc2ccccc2)cc1","NRB","Mansouri"
"775","95-53-4","Cc1ccccc1N","NRB","Mansouri"
"776","106-49-0","Cc1ccc(N)cc1","NRB","Mansouri"
"777","93-68-5","CC(=O)CC(=O)Nc1ccccc1C","NRB","Mansouri"
"778","709-98-8","CCC(=O)Nc1ccc(Cl)c(Cl)c1","NRB","Mansouri"
"779","97-36-9","CC(=O)CC(=O)Nc1ccc(C)cc1C","NRB","Mansouri"
"780","4152-09-4","NCCNCc1ccccc1","NRB","Mansouri"
"781","97-02-9","Nc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O","NRB","Mansouri"
"782","1582-09-8","CCCN(CCC)c1c(cc(cc1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O","NRB","Mansouri"
"783","98-95-3","[O-][N+](=O)c1ccccc1","NRB","Mansouri"
"784","3209-22-1","[O-][N+](=O)c1cccc(Cl)c1Cl","NRB","Mansouri"
"785","89-61-2","[O-][N+](=O)c1cc(Cl)ccc1Cl","NRB","Mansouri"
"786","101-84-8","O(c1ccccc1)c2ccccc2","NRB","Mansouri"
"787","123-30-8","Nc1ccc(O)cc1","NRB","Mansouri"
"788","62-44-2","CCOc1ccc(NC(C)=O)cc1","NRB","Mansouri"
"789","100-02-7","Oc1ccc(cc1)[N+]([O-])=O","NRB","Mansouri"
"790","88-89-1","Oc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O","NRB","Mansouri"
"791","583-78-8","Oc1cc(Cl)ccc1Cl","NRB","Mansouri"
"792","4433-79-8","COc1cc(NC(=O)CC(C)=O)c(OC)cc1Cl","NRB","Mansouri"
"793","58-90-2","Oc1c(Cl)cc(Cl)c(Cl)c1Cl","NRB","Mansouri"
"794","3772-94-9","CCCCCCCCCCCC(=O)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl","NRB","Mansouri"
"795","89-98-5","Clc1ccccc1C=O","NRB","Mansouri"
"796","122-57-6","CC(=O)\C=C\c1ccccc1","NRB","Mansouri"
"797","119-06-2","CCCCCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCCCCC","NRB","Mansouri"
"798","98-73-7","CC(C)(C)c1ccc(cc1)C(O)=O","NRB","Mansouri"
"799","614-45-9","CC(C)(C)OOC(=O)c1ccccc1","NRB","Mansouri"
"800","121-92-6","OC(=O)c1cccc(c1)[N+]([O-])=O","NRB","Mansouri"
"801","2082-79-3","CCCCCCCCCCCCCCCCCCOC(=O)CCc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C","NRB","Mansouri"
"802","91-15-6","N#Cc1ccccc1C#N","NRB","Mansouri"
"803","43051-46-3","OCCN(CCO)c1cccc(NC(=O)c2ccccc2)c1","NRB","Mansouri"
"804","294-62-2","C1CCCCCCCCCCC1","NRB","Mansouri"
"805","644-97-3","ClP(Cl)c1ccccc1","NRB","Mansouri"
"806","60628-17-3","CCCCCCCCCCCCCOP(Oc1ccccc1)Oc2ccccc2","NRB","Mansouri"
"807","2636-26-2","CO[P](=S)(OC)Oc1ccc(cc1)C#N","NRB","Mansouri"
"808","6375-47-9","COc1ccc(NC(C)=O)cc1N","NRB","Mansouri"
"809","36483-60-0","Brc1cc(Br)c(Br)c(Oc2ccc(Br)c(Br)c2Br)c1","NRB","Mansouri"
"810","10541-83-0","CNc1ccc(cc1)C(O)=O","NRB","Mansouri"
"811","114-26-1","CNC(=O)Oc1ccccc1OC(C)C","NRB","Mansouri"
"812","3792-59-4","CCO[P](=S)(Oc1ccc(Cl)cc1Cl)c2ccccc2","NRB","Mansouri"
"813","28575-17-9","CCc1ccccc1c2ccccc2CC","NRB","Mansouri"
"814","61788-32-7","C1CC=CC(C1)c2ccc(cc2)C3CCC=CC3","NRB","Mansouri"
"815","131-57-7","COc1ccc(c(O)c1)C(=O)c2ccccc2","NRB","Mansouri"
"816","81-16-3","Nc1ccc2ccccc2c1[S](O)(=O)=O","NRB","Mansouri"
"817","87-02-5","Nc1ccc2c(O)cc(cc2c1)[S](O)(=O)=O","NRB","Mansouri"
"818","90-51-7","Nc1ccc2cc(cc(O)c2c1)[S](O)(=O)=O","NRB","Mansouri"
"819","31127-54-5","Oc1ccc(cc1)C(=O)c2ccc(O)c(O)c2O","NRB","Mansouri"
"820","126-33-0","O=[S]1(=O)CCCC1","NRB","Mansouri"
"821","95-33-0","C1CCC(CC1)NSc2sc3ccccc3n2","NRB","Mansouri"
"822","123-33-1","O=C1NNC(=O)C=C1","NRB","Mansouri"
"823","3089-11-0","COCN(COC)c1nc(nc(n1)N(COC)COC)N(COC)COC","NRB","Mansouri"
"824","533-74-4","CN1CSC(=S)N(C)C1","NRB","Mansouri"
"825","92-77-3","Oc1cc2ccccc2cc1C(=O)Nc3ccccc3","NRB","Mansouri"
"826","5567-15-7","COc1cc(NC(=O)C(N=Nc2ccc(cc2Cl)c3ccc(N=NC(C(C)=O)C(=O)Nc4cc(OC)c(Cl)cc4OC)c(Cl)c3)C(C)=O)c(OC)cc1Cl","NRB","Mansouri"
"827","110-00-9","o1cccc1","NRB","Mansouri"
"828","27605-76-1","C=CCOC1=N[S](=O)(=O)c2ccccc12","NRB","Mansouri"
"829","3811-49-2","CO[P]1(=S)OCc2ccccc2O1","NRB","Mansouri"
"830","83-88-5","Cc1cc2N=C3C(=O)NC(=O)N=C3N(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C","NRB","Mansouri"
"831","532-03-6","COc1ccccc1OCC(O)COC(N)=O","NRB","Mansouri"
"832","109-70-6","ClCCCBr","NRB","Mansouri"
"833","74-96-4","CCBr","NRB","Mansouri"
"834","18375-66-1","CCCCCCCCCCCCCCCCCCNC(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO","NRB","Mansouri"
"835","16935-34-5","CC(C)C1NC(=O)NC1=O","NRB","Mansouri"
"836","612-22-6","CCc1ccccc1[N+]([O-])=O","NRB","Mansouri"
"837","2051-24-3","Clc1c(Cl)c(Cl)c(c(Cl)c1Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl","NRB","Mansouri"
"838","142-82-5","CCCCCCC","RB","Mansouri"
"839","75-21-8","C1CO1","RB","Mansouri"
"840","108-88-3","Cc1ccccc1","RB","Mansouri"
"841","111-92-2","CCCCNCCCC","RB","Mansouri"
"842","78-70-6","CC(C)=CCCC(C)(O)C=C","RB","Mansouri"
"843","112-34-5","CCCCOCCOCCO","RB","Mansouri"
"844","123-72-8","CCCC=O","RB","Mansouri"
"845","123-42-2","CC(=O)CC(C)(C)O","RB","Mansouri"
"846","1119-40-0","COC(=O)CCCC(=O)OC","RB","Mansouri"
"847","141-02-6","CCCCC(CC)COC(=O)\C=C\C(=O)OCC(CC)CCCC","RB","Mansouri"
"848","106-14-9","CCCCCCC(O)CCCCCCCCCCC(O)=O","RB","Mansouri"
"849","28623-46-3","CCCCCCCCCCCCCCCCCCC#N","RB","Mansouri"
"850","98-87-3","ClC(Cl)c1ccccc1","RB","Mansouri"
"851","90-05-1","COc1ccccc1O","RB","Mansouri"
"852","100-51-6","OCc1ccccc1","RB","Mansouri"
"853","120-14-9","COc1ccc(C=O)cc1OC","RB","Mansouri"
"854","99-94-5","Cc1ccc(cc1)C(O)=O","RB","Mansouri"
"855","99-04-7","Cc1cccc(c1)C(O)=O","RB","Mansouri"
"856","959-26-2","OCCOC(=O)c1ccc(cc1)C(=O)OCCO","RB","Mansouri"
"857","767-00-0","Oc1ccc(cc1)C#N","RB","Mansouri"
"858","104-15-4","Cc1ccc(cc1)[S](O)(=O)=O","RB","Mansouri"
"859","123-11-5","COc1ccc(C=O)cc1","RB","Mansouri"
"860","24851-98-7","CCCCCC1C(CCC1=O)CC(=O)OC","RB","Mansouri"
"861","288-32-4","[nH]1ccnc1","RB","Mansouri"
"862","109-00-2","Oc1cccnc1","RB","Mansouri"
"863","592-41-6","CCCCC=C","RB","Mansouri"
"864","75-26-3","CC(C)Br","RB","Mansouri"
"865","109-73-9","CCCCN","RB","Mansouri"
"866","36653-82-4","CCCCCCCCCCCCCCCCO","RB","Mansouri"
"867","109-86-4","COCCO","RB","Mansouri"
"868","109-60-4","CCCOC(C)=O","RB","Mansouri"
"869","112-84-5","CCCCCCCC\C=C/CCCCCCCCCCCC(N)=O","RB","Mansouri"
"870","124-04-9","OC(=O)CCCCC(O)=O","RB","Mansouri"
"871","3121-61-7","COCCOC(=O)C=C","RB","Mansouri"
"872","923-26-2","CC(O)COC(=O)C(C)=C","RB","Mansouri"
"873","110-44-1","C/C=C/C=C/C(O)=O","RB","Mansouri"
"874","97-65-4","OC(=O)CC(=C)C(O)=O","RB","Mansouri"
"875","591-60-6","CCCCOC(=O)CC(C)=O","RB","Mansouri"
"876","62-53-3","Nc1ccccc1","RB","Mansouri"
"877","2495-37-6","CC(=C)C(=O)OCc1ccccc1","RB","Mansouri"
"878","60-12-8","OCCc1ccccc1","RB","Mansouri"
"879","96-09-3","C1OC1c2ccccc2","RB","Mansouri"
"880","495-69-2","OC(=O)CNC(=O)c1ccccc1","RB","Mansouri"
"881","119-68-6","CNc1ccccc1C(O)=O","RB","Mansouri"
"882","98-55-5","CC1=CCC(CC1)C(C)(C)O","RB","Mansouri"
"883","93-55-0","CCC(=O)c1ccccc1","RB","Mansouri"
"884","520-45-6","CC(=O)C1C(=O)OC(=CC1=O)C","RB","Mansouri"
"885","87-99-0","OC[C@@H](O)[C@H](O)[C@@H](O)CO","RB","Mansouri"
"886","119-53-9","OC(c1ccccc1)C(=O)c2ccccc2","RB","Mansouri"
"887","107-95-9","NCCC(O)=O","RB","Mansouri"
"888","111-85-3","CCCCCCCCCl","RB","Mansouri"
"889","110-80-5","CCOCCO","RB","Mansouri"
"890","112-80-1","CCCCCCCC\C=C/CCCCCCCC(O)=O","RB","Mansouri"
"891","111-82-0","CCCCCCCCCCCC(=O)OC","RB","Mansouri"
"892","110-15-6","OC(=O)CCC(O)=O","RB","Mansouri"
"893","818-61-1","OCCOC(=O)C=C","RB","Mansouri"
"894","77-92-9","OC(=O)CC(O)(CC(O)=O)C(O)=O","RB","Mansouri"
"895","133-37-9","OC(C(O)C(O)=O)C(O)=O","RB","Mansouri"
"896","78-92-2","CCC(C)O","RB","Mansouri"
"897","100-21-0","OC(=O)c1ccc(cc1)C(O)=O","RB","Mansouri"
"898","140-29-4","N#CCc1ccccc1","RB","Mansouri"
"899","138-86-3","CC(=C)C1CCC(=CC1)C","RB","Mansouri"
"900","101-43-9","CC(=C)C(=O)OC1CCCCC1","RB","Mansouri"
"901","109-83-1","CNCCO","RB","Mansouri"
"902","110-97-4","CC(O)CNCC(C)O","RB","Mansouri"
"903","112-35-6","COCCOCCOCCO","RB","Mansouri"
"904","79-11-8","OC(=O)CCl","RB","Mansouri"
"905","117-84-0","CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC","RB","Mansouri"
"906","84-61-7","O=C(OC1CCCCC1)c2ccccc2C(=O)OC3CCCCC3","RB","Mansouri"
"907","135-19-3","Oc1ccc2ccccc2c1","RB","Mansouri"
"908","110-86-1","c1ccncc1","RB","Mansouri"
"909","1338-39-2","CCCCCCCCCCCC(=O)OCC(O)C1OCC(O)C1O","RB","Mansouri"
"910","306-98-9","FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)C(F)(F)F","NRB","Mansouri"
"911","60-57-1","ClC1=C(Cl)[C@@]2(Cl)[C@H]3[C@H]4C[C@H]([C@@H]5O[C@H]45)[C@H]3[C@]1(Cl)C2(Cl)Cl","NRB","Mansouri"
"912","50-29-3","Clc1ccc(cc1)C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl","NRB","Mansouri"
"913","3846-71-7","CC(C)(C)c1cc(n2nc3ccccc3n2)c(O)c(c1)C(C)(C)C","NRB","Mansouri"
"914","3864-99-1","CC(C)(C)c1cc(n2nc3ccc(Cl)cc3n2)c(O)c(c1)C(C)(C)C","NRB","Mansouri"
"915","76-44-8","ClC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl","NRB","Mansouri"
"916","608-73-1","ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl","NRB","Mansouri"
"917","76-06-2","[O-][N+](=O)C(Cl)(Cl)Cl","NRB","Mansouri"
"918","3033-62-3","CN(C)CCOCCN(C)C","NRB","Mansouri"
"919","96-31-1","CNC(=O)NC","NRB","Mansouri"
"920","10222-01-2","NC(=O)C(Br)(Br)C#N","NRB","Mansouri"
"921","121-87-9","Nc1ccc(cc1Cl)[N+]([O-])=O","NRB","Mansouri"
"922","97-52-9","COc1cc(ccc1N)[N+]([O-])=O","NRB","Mansouri"
"923","2100-42-7","COc1ccc(OC)c(Cl)c1","NRB","Mansouri"
"924","3120-74-9","CSc1ccc(O)cc1C","NRB","Mansouri"
"925","17420-30-3","Nc1ccc(cc1C#N)[N+]([O-])=O","NRB","Mansouri"
"926","367-11-3","Fc1ccccc1F","NRB","Mansouri"
"927","28768-32-3","C1OC1CN(CC2CO2)c3ccc(Cc4ccc(cc4)N(CC5CO5)CC6CO6)cc3","NRB","Mansouri"
"928","2451-62-9","O=C1N(CC2CO2)C(=O)N(CC3CO3)C(=O)N1CC4CO4","NRB","Mansouri"
"929","298-81-7","COc1c2occc2cc3C=CC(=O)Oc13","NRB","Mansouri"
"930","5333-84-6","CC1=CCC2C(C1)C(=O)OC2=O","NRB","Mansouri"
"931","307-70-0","OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F","NRB","Mansouri"
"932","14802-03-0","CCCCC(CC)CO[P](O)(=O)CC(CC)CCCC","NRB","Mansouri"
"933","818-08-6","CCCC[Sn](=O)CCCC","NRB","Mansouri"
"934","108-67-8","Cc1cc(C)cc(C)c1","NRB","Mansouri"
"935","622-24-2","ClCCc1ccccc1","NRB","Mansouri"
"936","95-49-8","Cc1ccccc1Cl","NRB","Mansouri"
"937","106-43-4","Cc1ccc(Cl)cc1","NRB","Mansouri"
"938","1712-70-5","CC(=C)c1ccc(Cl)cc1","NRB","Mansouri"
"939","91-66-7","CCN(CC)c1ccccc1","NRB","Mansouri"
"940","95-76-1","Nc1ccc(Cl)c(Cl)c1","NRB","Mansouri"
"941","634-93-5","Nc1c(Cl)cc(Cl)cc1Cl","NRB","Mansouri"
"942","86-30-6","O=NN(c1ccccc1)c2ccccc2","NRB","Mansouri"
"943","1323-65-5","CCCCCCCCCc1cccc(O)c1CCCCCCCCC","NRB","Mansouri"
"944","51-28-5","Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O","NRB","Mansouri"
"945","1570-64-5","Cc1cc(Cl)ccc1O","NRB","Mansouri"
"946","95-95-4","Oc1cc(Cl)c(Cl)cc1Cl","NRB","Mansouri"
"947","1940-42-7","Oc1cc(Cl)c(Br)cc1Cl","NRB","Mansouri"
"948","30171-80-3","BrC(Br)c1ccccc1OCC2CO2","NRB","Mansouri"
"949","120-52-5","O=C(O\N=C1\C=C\C(C=C1)=N/OC(=O)c2ccccc2)c3ccccc3","NRB","Mansouri"
"950","80-43-3","CC(C)(OOC(C)(C)c1ccccc1)c2ccccc2","NRB","Mansouri"
"951","100-40-3","C=CC1CCC=CC1","NRB","Mansouri"
"952","1490-04-6","CC(C)C1CCC(C)CC1O","NRB","Mansouri"
"953","25155-23-1","Cc1cc(C)cc(O[P](=O)(Oc2cc(C)cc(C)c2)Oc3cc(C)cc(C)c3)c1","NRB","Mansouri"
"954","6165-51-1","CC(c1ccccc1)c2cc(C)ccc2C","NRB","Mansouri"
"955","599-64-4","CC(C)(c1ccccc1)c2ccc(O)cc2","NRB","Mansouri"
"956","90-13-1","Clc1cccc2ccccc12","NRB","Mansouri"
"957","2216-69-5","COc1cccc2ccccc12","NRB","Mansouri"
"958","84-47-9","CC(C)(C)c1ccc2C(=O)c3ccccc3C(=O)c2c1","NRB","Mansouri"
"959","131-09-9","Clc1ccc2C(=O)c3ccccc3C(=O)c2c1","NRB","Mansouri"
"960","91-60-1","Sc1ccc2ccccc2c1","NRB","Mansouri"
"961","86-74-8","[nH]1c2ccccc2c3ccccc13","NRB","Mansouri"
"962","32669-06-0","ClCCOC(c1ccccc1)c2ccccc2","NRB","Mansouri"
"963","3380-34-5","Oc1cc(Cl)ccc1Oc2ccc(Cl)cc2Cl","NRB","Mansouri"
"964","108-60-1","CC(CCl)OC(C)CCl","NRB","Mansouri"
